Data,Label
"Hi..  I wanted to do a close loop control system stability analysis.. Unfortunately, arduino gives me a analog output in pwm form..Will it help to modify pwm freq in setup of firmware to highest and filter o/p using simple rc filter, without impacting system characteristics/transfer functionRegardsRajaneesh",Not Spam
"Hi   When scilab-arduino executes the code (as an example analogread), does it use the .sci library or .bin macrosRegardsRajaneesh",Not Spam
"Hi Currently with serial communication, we can achieve only till baud rate of 115200 because of serial communication .. Which is really slow for real time application.. Do we have ethernet wrapper?RegardsRajaneesh",Not Spam
"Hi,I attended your workshop and I have followed all the installation guidelines which was on the scilab-arduino workshop webpage. It worked fine with the system I had that day which was Ubuntu 14.04. But now I am trying to do the same in another system Ubuntu 12.04 with the scilab-5.5.2 as well as default package of scilab in Ubuntu and I am getting the following error. Please help. There were few participants facing similar issue that day.-->exec loader.sce -->// This file is released under the 3-clause BSD license. See COPYING-BSD. -->// Generated by builder.sce: Please, do not edit this file  -->try--> getversion(""scilab"");-->catch--> error(""Scilab 5.0 or more is required."");-->end;  -->exec(get_absolute_file_path(""loader.sce"")+""etc/""+""arduino.start"");Warning : redefining function: startModule             . Use funcprot(0) to avoid this messageStart Arduino\tLoad macros\tLoad serial dllLink failed for dynamic library '/home/trupti/Downloads/linux/src/libserial.so'.An error occurred: /home/trupti/Downloads/linux/src/libserial.so: cannot open shared object file: No such file or directoryial','status_serial','read_serial'],'c')                                         !--error 236 link: The shared archive was not loaded: (null)at line      40 of exec file called by :    at line      41 of function startModule called by :    arduinolib = startModule();at line     114 of exec file called by :    exec(get_absolute_file_path(""loader.sce"")+""etc/""+""arduino.start"");at line      10 of exec file called by :    exec loader.sce",Not Spam
"vlab@ubuntu:~$ gr_modtool newmod const\r\n\r\n>>> GRAS: The debug asserts are enabled. <<<\r\n\r\nCreating out-of-tree module in ./gr-const... Done.\r\n\r\nUse 'gr_modtool add' to add a new block to this currently empty module.\r\n\r\nvlab@ubuntu:~$ cd gr-const\r\n\r\nvlab@ubuntu:~/gr-const$ gr_modtool add constant_c\r\n\r\n>>> GRAS: The debug asserts are enabled. <<<\r\n\r\nGNU Radio module name identified: const\r\n\r\nEnter code type: sync\r\n\r\nLanguage: C++\r\n\r\nBlock/code identifier: constant_c\r\n\r\nEnter valid argument list, including default arguments: \r\n\r\nAdd Python QA code? [Y/n] n\r\n\r\nAdd C++ QA code? [Y/n] n\r\n\r\nAdding file 'constant_c_impl.h'...\r\n\r\nAdding file 'constant_c_impl.cc'...\r\n\r\nAdding file 'constant_c.h'...\r\n\r\nEditing swig/const_swig.i...\r\n\r\nAdding file 'const_constant_c.xml'...\r\n\r\nEditing grc/CMakeLists.txt...\r\n\r\nvlab@ubuntu:~/gr-const$ cd gr-const\r\n\r\nbash: cd: gr-const: No such file or directory\r\n\r\nvlab@ubuntu:~/gr-const$ mkdir build\r\n\r\nvlab@ubuntu:~/gr-const$ cd build\r\n\r\nvlab@ubuntu:~/gr-const/build$ cmake ../\r\n\r\n-- The CXX compiler identification is GNU\r\n\r\n-- The C compiler identification is GNU\r\n\r\n-- Check for working CXX compiler: /usr/bin/c++\r\n\r\n-- Check for working CXX compiler: /usr/bin/c++ -- works\r\n\r\n-- Detecting CXX compiler ABI info\r\n\r\n-- Detecting CXX compiler ABI info - done\r\n\r\n-- Check for working C compiler: /usr/bin/gcc\r\n\r\n-- Check for working C compiler: /usr/bin/gcc -- works\r\n\r\n-- Detecting C compiler ABI info\r\n\r\n-- Detecting C compiler ABI info - done\r\n\r\n-- Build type not specified: defaulting to release.\r\n\r\n-- Boost version: 1.48.0\r\n\r\n-- Found the following Boost libraries:\r\n\r\n--   filesystem\r\n\r\n--   system\r\n\r\n-- checking for module 'gruel'\r\n\r\n--   found gruel, version 3.6.4.2\r\n\r\n-- Found GRUEL: /usr/local/lib/libgruel.so \r\n\r\n-- checking for module 'gnuradio-core'\r\n\r\n--   found gnuradio-core, version 3.6.4.2\r\n\r\n-- Found GNURADIO_CORE: /usr/local/lib/libgnuradio-core.so \r\n\r\n-- checking for module 'cppunit'\r\n\r\n--   found cppunit, version 1.12.1\r\n\r\n-- Found CPPUNIT: /usr/lib/libcppunit.so;dl \r\n\r\n-- Found SWIG: /usr/bin/swig2.0 (found version ""2.0.4"")\r\n\r\n-- Found PythonLibs: /usr/lib/libpython2.7.so \r\n\r\n-- Found PythonInterp: /usr/bin/python (found version ""2.7.3"")\r\n\r\n-- Found Doxygen: /usr/bin/doxygen \r\n\r\n-- Configuring done\r\n\r\n-- Generating done\r\n\r\n-- Build files have been written to: /home/vlab/gr-const/build\r\n\r\nvlab@ubuntu:~/gr-const/build$ make\r\n\r\nScanning dependencies of target gnuradio-const\r\n\r\n[  5%] Building CXX object lib/CMakeFiles/gnuradio-const.dir/constant_c_impl.cc.o\r\n\r\nIn file included from /home/vlab/gr-const/lib/constant_c_impl.h:24:0,\r\n\r\n                 from /home/vlab/gr-const/lib/constant_c_impl.cc:26:\r\n\r\n/home/vlab/gr-const/include/const/constant_c.h:29:13: error: expected identifier before \u2018const\u2019\r\n\r\n/home/vlab/gr-const/include/const/constant_c.h:29:19: error: expected unqualified-id before \u2018{\u2019 token\r\n\r\n/home/vlab/gr-const/lib/constant_c_impl.cc:86:1: error: expected \u2018}\u2019 at end of input\r\n\r\nmake[2]: *** [lib/CMakeFiles/gnuradio-const.dir/constant_c_impl.cc.o] Error 1\r\n\r\nmake[1]: *** [lib/CMakeFiles/gnuradio-const.dir/all] Error 2\r\n\r\nmake: *** [all] Error 2\r\n\r\nvlab@ubuntu:~/gr-const/build$ ",Not Spam
"vlab@ubuntu:~$ cd gr-ONTvlab@ubuntu:~/gr-ONT$ gr_modtool add ontimer>>> GRAS: The debug asserts are enabled. <<<GNU Radio module name identified: ONTEnter code type: generalLanguage: C++Block/code identifier: ontimerEnter valid argument list, including default arguments: ",Not Spam
how to activate/switch on camera?because i am unable to video chat on fb&it is saying your camera is not on,Not Spam
"I created a new user account ,connected the lan cable but was not able to connect to the web.",Not Spam
Please\r\n tell me way to create block in python. I added code for block in \r\npython. Now i want to install this code how to do this? does cmake will \r\nrun for python? (Tell me procedure after editing code),Not Spam
How to make this notebook as a wifi hotspot by using terminal or something else???plz ans earliest as possible!!!!,Not Spam
i am unable to log in as my keyboard and touchpad are not working what should I do now,Not Spam
While creating flow graph I am getting following error.Please help me out.\r\n\r\n\r\n\r\n\r\n\r\n/usr/local/lib/python2.7/dist-packages/gnuradio/grc/gui/BlockTreeWindow.py:94:\r\n Warning: Source ID 655 was not found when attempting to remove it\r\n\r\n  self.treestore.clear();,Not Spam
the charger of my laptop is continuously making a sparking like noise is it normal,Not Spam
"I have installed sandhi on ubuntu14.04 but when  tried to open it through terminal it gives an error ""command not found""",Not Spam
\r\n\r\n\r\n\t\r\n\t\r\n\t\r\n\tp { margin-bottom: 0.25cm; line-height: 120%; }\r\n\r\n\r\nashu@ashu-coep:~/sandhi$\r\ngit submodule update --remote gr36\r\n\r\nerror: pathspec\r\n'gr36' did not match any file(s) known to git.\r\n\r\nDid you forget to\r\n'git add'?while installing sandhi i am facing this problem. please help me out\r\n\r\n,Not Spam
"CMake Error: CMake can not determine linker language for target: gnuradio-CountersCMake Error: Cannot determine link language for target ""gnuradio-Counters"".CMake Error: CMake can not determine linker language for target: gnuradio-Counters-- Generating done-- Build files have been written to: /home/ashu/SandhiPro/gr-Counters/buildashu@ashu-coep:~/SandhiPro/gr-Counters/build$ makeScanning dependencies of target gnuradio-Countersmake[2]: *** No rule to make target `lib/CMakeFiles/gnuradio-Counters.dir/build'.  Stop.make[1]: *** [lib/CMakeFiles/gnuradio-Counters.dir/all] Error 2make: *** [all] Error 2ashu@ashu-coep:~/SandhiPro/gr-Counters/build$",Not Spam
"CMake Error: CMake can not determine linker language for target: gnuradio-CountersCMake Error: Cannot determine link language for target ""gnuradio-Counters"".CMake Error: CMake can not determine linker language for target: gnuradio-Counters-- Generating done-- Build files have been written to: /home/ashu/SandhiPro/gr-Counters/buildashu@ashu-coep:~/SandhiPro/gr-Counters/build$ makeScanning dependencies of target gnuradio-Countersmake[2]: *** No rule to make target `lib/CMakeFiles/gnuradio-Counters.dir/build'.  Stop.make[1]: *** [lib/CMakeFiles/gnuradio-Counters.dir/all] Error 2make: *** [all] Error 2ashu@ashu-coep:~/SandhiPro/gr-Counters/build$python code for the reference:import numpyfrom gnuradio import grclass Up_counter(gr.sync_block):    """"""    docstring for block Up_counter    """"""    def __init__(self):        gr.sync_block.__init__(self,            name=""Up_counter"",            in_sig=[numpy.float32,numpy.float32],            out_sig=[numpy.float32,numpy.float32])    self.i = 0    global a    a = 0        def work(self, input_items, output_items):        in0 = input_items[0]#PRESET        in1 = input_items[1]#CLOCK        out0 = output_items[0]#COUNT        out0 = output_items[1]#STATUS     if (self.i < in0[0]):        if ((in1[0]) and (not(a))):              self.i = self.i + 1          out0[:] = [self.i] * len(out0)          a = in1[0]       # <+signal processing here+>        else:          a = in1[0]          out1[:] = [0] * len(out1)    else:        out0[:] = [self.i] * len(out0)        out0[:] = [in0[0]] * len(out0)        out1[:] = [1] * len(out1)        return len(output_items[0])",Not Spam
"i have forgotten my vidyut password.what should i do now? i am unable to use terminal because i need my password to run any programme.currently i have set ""don't ask for login"" so i am able to use netbook but not terminal.",Not Spam
mouse pad + keybord are not working,Not Spam
"in many situations,it is asking for flash player(like adobe f.p.).downloaded adobe flash player  is also not working.suggest some other software which can work in its place  OR post way to download it",Not Spam
mouse pad not working also external mouse is not working too and LAN is also not working,Not Spam
"I'm having trouble with installing on Windows 7.KiCAD, Python, and various Python modules look as though they've been successfully installed, but there's no c:\\esim\\esim.exe, so the desktop link is invalid.",Not Spam
"I've laid out a simple circuit based around the opamp I've got in stock (tl072). When I click ""Convert KiCAD to NGSpice"" it spits out the message:   Your schematic contain unknown model tl072Should KicadtoNgspice already know about tl072; i.e I've got a config error?How do I tell it where to find the relevant lib?There were a couple of ""Can't update HKCU/HKLM with PATH"" type error messages at installation IIRC. And I'm not running as an admin user, whereas the installation was run with admin privileges, so any HKCU would be screwy anyhow...Hmmn. Looking at esim-setup-script.nsi, whilst the InstallDir var is HKCU, the path setting foo is HKLM.Thanks for your help,Jonathan",Not Spam
"Sir,I downloaded the FreeEDA on UBUNTU-14.04 but the ""measurement"" library of KICAD was not downloaded. Due to this when I made the project, there was no component available for measurement porpose. Also, I had installed FreeEDA on Windows 8 laptop. There the measurement library was present. So, I tried to manually copy the measurement library file from the FreeEDA of my laptop in the ubuntu PC. After that when I again did the project, the error mentioned above was shown. Please tell me what to do.Thanking you in anticipation.Sameer.",Not Spam
Is there APR33A3 ic in eSim? This is for pcb designig the circuit of apr...,Not Spam
"Sir,We were making a simple DC circuit simulation on eSim. After creating circuit schematic and converting kicad to ngspice, when we clicked on the simulation icon, the above mentioned error was shown. We would be thankful if you suggest some solution to this problem as soon as possible.Thanking you in anticipation.Sameer",Not Spam
how to set brightness level so that it remains as it is for a longer time,Not Spam
The installation has been finished but when i click the desktop icon a small screen appears saying that your program will start shortly.  Subsequently two black screens are showing some thing written about some converter and getting closed automatically..Spent more than two hours on it..Pl. help me.,Not Spam
"Sir,I was doing a project of verifying Kirchoff's voltage law, but couldn't find any tool to measure the branch current. Please suggest some solution to this problem.Thanking you in anticipation.Sameer.",Not Spam
"Sir,In my previous query regarding measurement of current in eSim, I forgot to add one more part, i.e., how to measure the resistance in eSim?Please reply as soon as possible.Thank youSameer",Not Spam
HiI have two generic questions on DWSIM (1) Is DWSIM a steady state or transient simulation solver ? (2) Can one obtain stream wise material and energy balance report for the entire process flow sheet simulated in DWSIM ThanksNaren,Not Spam
"Sir,We were trying to measure resistance in eSim but couldn't find any medium to do so. Please suggest some solution to this problem.Thank youSameer",Not Spam
"Sir,While measuring current in all the experiments we performed, the current direction was coming opposite to expected direction, and hence, the current was coming negative.Please suggest some solution to this problem.Thank you.-Sameer",Not Spam
"I have created a circuit which contains a dc voltage source, a resistor and a diode all connected in series. The negative terminal of the source as well as the n terminal of the diode are grounded. I want to plot the voltage across the diode Vs the current through it. How can I do that?",Not Spam
"I am using windows 10. When I am opening esim, and trying to create new project it is showing that it should not contain spaces. I am not using any spaces but the same message is coming again and again....",Not Spam
Sir I have tried to install ESIM in Windows10 but its not supported Please help me ,Not Spam
i am trying to place sine wave in the curcuit but anable to open esim source or esim devices please help me ,Not Spam
sir osdag is not visible in tutorial list / software list bothwihch catogry or type is osdag,Not Spam
How to organize remote workshop for esim in our college? how to resister for the same?,Not Spam
"Hi,I have to add a LM741 subcircuit file for my esim LM741 circuit simulation. But i am unable to access the file. why? anybody please help",Not Spam
"I couldn't get to know how to assign the input and output pins. I tried assigning the ports with the lable as In and Out, later i couldn't use it to plot the results.Please do help me with this.Thanking you,",Not Spam
" After installing I am getting message ""could not write updated PATH to HKML"". Please solve this issue.",Not Spam
"I have drawn the shematic and generated the .net file for PCB designing. Upon opening the footprint editor after that, the left pane is populated, but the right pane is empty. Why could it be so? What could be the solution?",Not Spam
"I have installed scilab version 5.5.2, however I am not able to run commands like ""dwt"" and ""wavedec"" at the console and help for these command is also not showing any detail of these commands. Please suggest what should I do to enable  these commands in scilab to find discrete wavelet transform of a 1D function. Also whether there is any command equivalent to CWT of matlab in scilab?Please inform.thanksregardsAseem Singh Rawat",Not Spam
"Hello sir,I enrolled in textbook companion internship programme on 19th dec and sent the sample codes on the same day but i still have not got any mail from your side regarding approval/rejection of my proposal. Kindly tell me when will i get it .Thank You.MANIK",Not Spam
"Hello,Myself and two other students are working on ""Process Development of Para tertiary butyl phenol from Phenol, Chlorination of acetic acid and Hydroquinone from Phenol""We wanted to use DWSIM for simulating our processes but we couldn't find the following compounds therein.S.NoCompoundIUPAC NameCAS No.1Para tertiary butyl phenol4-tert-butylphenol98-54-42Ortho tertiary butyl phenol2-tert-butylphenol88-18-63Di tertiary butyl phenol2,4-Di-tert-butylphenol96-76-44Tri tertiary butyl phenol2,4,6-tri-tert-butylphenol732-26-35Di chloro acetic acid2,2-dichloroacetic acid79-43-66Mono chloro acetic acid2-chloroacetic acid79-11-87HydroquinoneBenzene-1,4-diol123-31-98CatecholBenzene-1,2-diol120-80-99Hydrogen PeroxideHydrogen Peroxide7722-84-1Kindly suggest a solution for the same.ThanksAravind Y.K.",Not Spam
"Hey ,     I wanted to get fosee Laptop which has to be installed with all python pakages ",Not Spam
"Hello sir,i was using DWSIM for combustion of CH4. I need to have a conversion=67% but even if i am setting the conversion =67% in the REACTION MANAGER, my reaction is going to 100% conversion. I mean whether i am setting conversion=1% or 90% the reaction will go on till 100%. Please sir help me out in it.. DWSIM version is 3.5",Not Spam
"Hie there,I just want to know, if the answer to a numerical is 0.02 in textbook and mine answer from code is 0.0198,Should both answers exactly match each other?Thanks Parvesh TanejaB-Tech (M.E 2013-16), SoEGD Goenka University, Gurgaon.",Not Spam
"Hie The solution of one numerical is wrong as the author has used diameter instead of radius.Should I correct it in my code or should I code for what is written knowing that provided solution is wrong.Thanks Parvesh TanejaB-Tech (M.E 2013-16), SoEGD Goenka University, Gurgaon.",Not Spam
How can i get access to offline Hindi Wikipedia on Fossee laptop? We have no internet connection where the laptop will be set up.,Not Spam
" Is there any way to make a calculation table as given below in Scilab- I want to display this table as it is, but I have no idea what to do.                                   Thanks Parvesh TanejaB-Tech (M.E 2013-16), SoEGD Goenka University, Gurgaon.",Not Spam
i am not able to install esim after dowloading in ubuntu.....give me the instructions to me to install esim....,Not Spam
"Hello Sir,The screencast taken by kazam is not playing properly on VLC. I have tried with 2,5,10 FPS and MP4 as preferences. But still on playing using VLC, either the video gets stuck and audio continues till the end or the video moves quickly to the end and audio stops after that.Please guide me with this.Thank you. ",Not Spam
"Sir/Madam,I am trying out the 'Basic RC Circuit' mentioned in the eSim User Manual (Section 9.1.1, page 57). The schema creation, annotation, Electrical Rules Check, and Netlist Generation, and conversion to KiCad to Ngspice steps are complete. The RC Analysis and RC Source Details has been entered as mentioned in the user manual. However, on pressing the 'Simulation' icon it says ""Error while opening python plotting Editor."" In the message window, the following error messages are seen -\r\n\r\np, li { white-space: pre-wrap; }\r\n\r\n[ERROR]: Exception Message :list index out of range\r\n[ERROR]: Exception generated : integer division or modulo by zeroSir/Madam, as we are planning to use eSim in our course this semester, we will be very grateful if you kindly provide a solution to the problem. Best regards,Arup Baruah.The .cir file is below:* /home/abaruah/Work/eSim/Workspace/Test05/Test05.cir* EESchema Netlist Version 1.1 (Spice format) creation date: Mon Jan 18 09:41:35 2016* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0* Sheet Name: /1K1  Net-_1K1-Pad1_ Net-_1K1-Pad2_ R\t\t1u1  Net-_1K1-Pad2_ Net-_1u1-Pad2_ C\t\tv1  Net-_1K1-Pad1_ Net-_1u1-Pad2_ sine\t\t.endThe .cir.out file is below:* /home/abaruah/work/esim/workspace/test05/test05.cir1k1  net-_1k1-pad1_ net-_1k1-pad2_ r1u1  net-_1k1-pad2_ net-_1u1-pad2_ cv1  net-_1k1-pad1_ net-_1u1-pad2_ sine(0 2 50 0 0).tran 10e-03 100e-03 0e-03* Control Statements .controlrunprint allv > plot_data_v.txtprint alli > plot_data_i.txt.endc.endp, li { white-space: pre-wrap; }Error while opening python plotting Editor.\r\np, li { white-space: pre-wrap; }Error while opening python plotting Editor.""",Not Spam
"Sir/Madam,Where can I read about simulating basic logic gates using eSim. We tried out simulating using the d_inverter component from eSim_Digital library and the ""pulse"" source from the ""eSim_Sources"" library. But during simulation we get the error ""Error while opening the python plotting Editor"". I am sure we have made some mistake in the schema or may be while entering the values for the ""pulse"" component. Would you kindly look at the .cir file below and help us to solve the problem. We will also be very grateful if you kindly send us some tutorials on simulating digital circuits. Best regards,Arup Baruah.The .cir file:* /home/abaruah/Work/eSim/Workspace/Test06/Test06.cir* EESchema Netlist Version 1.1 (Spice format) creation date: Mon Jan 18 12:57:10 2016* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0* Sheet Name: /U1  Net-_U1-Pad1_ GND d_inverter        v1  Net-_U1-Pad1_ GND pulse        .endThe .cir.out file:* /home/abaruah/work/esim/workspace/test06/test06.cir* u1  net-_u1-pad1_ gnd d_inverterv1  net-_u1-pad1_ gnd pulse(0 1 0 0 0 1 1)a1 net-_u1-pad1_ gnd u1* Schematic Name: d_inverter, NgSpice Name: d_inverter.model u1 d_inverter(fall_delay=1.0e-9 input_load=1.0e-12 rise_delay=1.0e-9 ) .tran 0e-00 0e-00 0e-00* Control Statements .controlrunprint allv > plot_data_v.txtprint alli > plot_data_i.txt.endc.end",Not Spam
"Sir/Madam,Where can I read about simulating basic logic gates using eSim. We tried out simulating using the d_inverter component from eSim_Digital library and the ""pulse"" source from the ""eSim_Sources"" library. But during simulation we get the error ""Error while opening the python plotting Editor"". I am sure we have made some mistake in the schema or may be while entering the values for the ""pulse"" component. Would you kindly look at the .cir file below and help us to solve the problem. We will also be very grateful if you kindly send us some tutorials on simulating digital circuits. Best regards,Arup Baruah.The .cir file:* /home/abaruah/Work/eSim/Workspace/Test06/Test06.cir* EESchema Netlist Version 1.1 (Spice format) creation date: Mon Jan 18 12:57:10 2016* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0* Sheet Name: /U1  Net-_U1-Pad1_ GND d_inverter        v1  Net-_U1-Pad1_ GND pulse        .endThe .cir.out file:* /home/abaruah/work/esim/workspace/test06/test06.cir* u1  net-_u1-pad1_ gnd d_inverterv1  net-_u1-pad1_ gnd pulse(0 1 0 0 0 1 1)a1 net-_u1-pad1_ gnd u1* Schematic Name: d_inverter, NgSpice Name: d_inverter.model u1 d_inverter(fall_delay=1.0e-9 input_load=1.0e-12 rise_delay=1.0e-9 ) .tran 0e-00 0e-00 0e-00* Control Statements .controlrunprint allv > plot_data_v.txtprint alli > plot_data_i.txt.endc.end",Not Spam
"Sir/Madam,Where can I read about simulating basic logic \r\ngates using eSim. We tried out simulating using the ""d_inverter"" component\r\n from ""eSim_Digital"" library and the ""pulse"" source from the \r\n""eSim_Sources"" library. But during simulation we get the error ""Error \r\nwhile opening the python plotting Editor"". I am sure we have made some \r\nmistake in the schema or may be while entering the values for the \r\n""pulse"" component. Would you kindly look at the .cir file below and help\r\n us to solve the problem. We will also be very grateful if you kindly \r\nsend us some tutorials on simulating digital circuits. Best regards,Arup Baruah.The .cir file:* /home/abaruah/Work/eSim/Workspace/Test06/Test06.cir* EESchema Netlist Version 1.1 (Spice format) creation date: Mon Jan 18 12:57:10 2016* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0* Sheet Name: /U1  Net-_U1-Pad1_ GND d_inverter        v1  Net-_U1-Pad1_ GND pulse        .endThe .cir.out file:* /home/abaruah/work/esim/workspace/test06/test06.cir* u1  net-_u1-pad1_ gnd d_inverterv1  net-_u1-pad1_ gnd pulse(0 1 0 0 0 1 1)a1 net-_u1-pad1_ gnd u1* Schematic Name: d_inverter, NgSpice Name: d_inverter.model u1 d_inverter(fall_delay=1.0e-9 input_load=1.0e-12 rise_delay=1.0e-9 ) .tran 0e-00 0e-00 0e-00* Control Statements .controlrunprint allv > plot_data_v.txtprint alli > plot_data_i.txt.endc.end",Not Spam
"hi,   i am using eswecha (debian background). i have followed all the procedure given in the install file. but when i typed that command it gives an error 'no such directory found'.will it work for eswecha software.",Not Spam
"hi,   i am using eswecha (debian background). i have followed all the procedure given in the install file. but when i typed that command it gives an error 'no such directory found'.will it work for eswecha software.",Not Spam
"Tried to implement floodfill algorithm using scilab but all the efforts went in vain. Also tried to find some references regarding this in various sites but none gives the right direction,since I am very new with scilab,is there an equivalent scilab function for imfill().",Not Spam
I need the details of lab migration program to establish a laboratory with esim ,Not Spam
I need the features of laptop. ,Not Spam
"i have done all the process reg in the manual, when I am simulating the file I am getting ""\r\n\r\np, li { white-space: pre-wrap; }\r\n\r\nError while opening python plotting Editor"". I am using the same example which is given in the manual but I am not getting the solution. We are getting the output waveforms for the examples but when we construct and simulating the same example we are getting the above said error. please provide us the necessary steps to resolve the error as soon as possible.",Not Spam
"I did  not why scilab(Windows version 5.5.2) doesn't take ""syms"" command of matlab. Please give me the solution/Tutorial to make the command run in windows,  ",Not Spam
how to drop packets in a network ?,Not Spam
"   Is it necessary to use version 3.3 or older? I tried downloading it from the sourceforge.net link provided in the spoken tutorial videos. However it  fails to download completely and/or fails to execute after completion of download. On the other hand the latest version 3.6 of DWSIM works without issues. So can i go ahead using this latest version? The proposal form strictly requires me to fill in either of versions 3.2,3.3 or older. If it is compulsory to use version 3.3 can someone please post a valid,verified link for download?Eagerly awaiting a reply.Thanks and regards,Vignesh",Not Spam
"As you answered to one of the previous question threads related to Offline Wikipedia, i tried it out. The run_hindi_wiki was in shell script. I then converted it into Executable. On running it chromium browser came up with ""http://localhost:9000/"" in its address bar and the page displayed no document was found at this address. Kindly provide possible solutions.",Not Spam
Can you please share the hindi typing layout used by the keyboard input methods?,Not Spam
How I can use the mpi in scilab?I wrote:MPI_Init()and read text error:Unknown variable: MPI_Init.,Not Spam
I am getting following error while reading .dcm images.-->imread('IM-0001-0001.dcm');                           !--error 999 imread: Can not open file IM-0001-0001.dcm.Help me to read .dcm images.,Not Spam
After generating net file then go to the footprint editor tool but components not available for selection,Not Spam
"Hi,I am not able to simulate a reactor (neither by equilibrium reactor nor Gibb's reactor). Can we have an example for simulating reactor using DWSIM in spoken tutorial?Thank you!",Not Spam
How to count number of vehicles in an image using scilab??? ,Not Spam
After the generation of net list it is not displaying the source details in kicad to ngspice.,Not Spam
Testing Forum Reply,Not Spam
"Hi all,I use SciLab with OS X Yosemite. It works quite correctly. But I see problems with colors in surf.Has anyone experience with surf under OS X?RegardsRudi",Not Spam
"I am getting installation error "" COULD NOT WRITE UPDATE PATH TO HKLM"" what to do for this please help me I am using Windows 10",Not Spam
"Dear SirI wish to buy the FOSSEE laptop. I stay in Taml Nadu.What is the price of the laptop and the postal and delivery charges?If I happen to come to Bombay, Can I buy it over the counter. And theprice please. Thanks.Arasu",Not Spam
